No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
290,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,4919.87,,17.54,2.63%,271877
291,AMS,American Shared Hospital Services,Healthcare,Specialized Health Services,USA,15.4,33.73,2.74,-1.98%,36645
292,AMSC,American Superconductor Corporation,Industrial Goods,Industrial Electrical Equipment,USA,148.12,,5.36,-6.78%,725091
293,AMSF,"Amerisafe, Inc.",Financial,Property & Casualty Insurance,USA,1106.3,18,58.85,2.35%,43275
294,AMSWA,"American Software, Inc.",Technology,Application Software,USA,463.33,45.22,15.88,-2.46%,80668
295,AMT,American Tower Corporation (REIT),Financial,REIT - Diversified,USA,63170.72,56.43,142,-2.61%,1305348
296,AMTD,TD Ameritrade Holding Corporation,Financial,Investment Brokerage - National,USA,30636.6,32.64,56.25,2.63%,1359963
297,AMTX,"Aemetis, Inc.",Basic Materials,Specialty Chemicals,USA,32.21,,1.77,1.80%,13139
299,AMWD,American Woodmark Corporation,Consumer Goods,Home Furnishings & Fixtures,USA,1586.1,25.15,93.65,0.38%,72626
300,AMX,"America Movil, S.A.B. de C.V.",Technology,Wireless Communications,Mexico,54634.51,96.45,17.98,1.87%,2592342
302,AMZN,"Amazon.com, Inc.",Services,Catalog & Mail Order Houses,USA,821957.72,269.69,1732.02,1.25%,2119928
303,AN,"AutoNation, Inc.",Services,Auto Dealerships,USA,4385.19,12.32,50.5,1.55%,351880
304,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,1712.17,,71.65,0.35%,155141
305,ANAT,American National Insurance Company,Financial,Property & Casualty Insurance,USA,3224.58,12.34,123.43,1.32%,12219
306,ANCB,Anchor Bancorp,Financial,Savings & Loans,USA,65.26,15.54,26.4,1.14%,17843
307,ANCX,Access National Corporation,Financial,Regional - Mid-Atlantic Banks,USA,610.63,23.95,30.05,1.18%,32248
308,ANDE,"The Andersons, Inc.",Consumer Goods,Farm Products,USA,972.24,,35.6,0.00%,19321
309,ANDV,Andeavor,Basic Materials,Oil & Gas Refining & Marketing,USA,20159.95,28.82,135.57,1.94%,780824
310,ANDX,Andeavor Logistics LP,Basic Materials,Oil & Gas Equipment & Services,USA,9253.82,17.79,42.35,0.17%,241155
311,ANET,"Arista Networks, Inc.",Technology,Diversified Computer Systems,USA,19033.77,39.15,268.03,2.15%,494661
312,ANF,Abercrombie & Fitch Co.,Services,Apparel Stores,USA,1781,41.73,25.77,-0.88%,1038099
313,ANFI,Amira Nature Foods Ltd.,Consumer Goods,Food - Major Diversified,United Arab Emirates,94.29,2.62,2.2,0.00%,76777
314,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,7583.08,,16.37,1.17%,146817
316,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,877.94,,22.91,-3.13%,247427
317,ANH,Anworth Mortgage Asset Corporation,Financial,REIT - Diversified,USA,498.4,18.88,5.07,-0.20%,199176
318,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,496,29.69,34.73,2.78%,101503
319,ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,800.88,61.63,71.48,0.68%,48783
320,ANSS,"ANSYS, Inc.",Technology,Application Software,USA,14915.38,49.04,177.31,-0.23%,320872
321,ANTH,"Anthera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.36,,0.09,-5.56%,178858
322,ANTM,"Anthem, Inc.",Healthcare,Health Care Plans,USA,61941.97,21.21,248.22,2.51%,1001302
323,ANW,Aegean Marine Petroleum Network Inc.,Basic Materials,Major Integrated Oil & Gas,Greece,25.59,,1.9,2.15%,3852540
324,ANY,Sphere 3D Corp.,Technology,Application Software,Canada,6.01,,0.42,-2.70%,83407
326,AOBC,American Outdoor Brands Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,637.76,60.67,11.78,-0.41%,625131
328,AOI,"Alliance One International, Inc.",Consumer Goods,"Tobacco Products, Other",USA,153.46,,18.5,0.54%,64571
331,AON,Aon plc,Financial,Insurance Brokers,United Kingdom,34695.57,32.33,141.86,1.60%,487094
333,AOS,A. O. Smith Corporation,Industrial Goods,Industrial Electrical Equipment,USA,10050.98,27.2,61.1,2.05%,514234
334,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductor - Specialized,USA,339.04,25.08,14.55,0.21%,44921
335,AP,Ampco-Pittsburgh Corporation,Industrial Goods,Diversified Machinery,USA,124.23,,10.65,-0.47%,12312
336,APA,Apache Corporation,Basic Materials,Independent Oil & Gas,USA,17919.62,13.32,48.27,2.90%,2893624
337,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2317.22,12.44,31.1,1.80%,87944
338,APB,"The Asia Pacific Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,139.75,4.47,13.6,0.67%,1399
339,APC,Anadarko Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,37838.41,,74.78,1.52%,4404748
340,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals - Major Diversified,USA,34366.82,26.17,157.95,0.84%,307031
341,APDN,"Applied DNA Sciences, Inc.",Technology,Security Software & Services,USA,39.1,,1.23,-4.65%,78264
342,APEI,"American Public Education, Inc.",Services,Education & Training Services,USA,718.24,42.02,44.2,-1.23%,38939
343,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Appliances & Equipment,USA,120.51,,8.11,10.64%,143663
344,APF,Morgan Stanley Asia-Pacific Fun,Financial,Closed-End Fund - Foreign,USA,221.5,3.05,17.05,1.09%,44697
345,APH,Amphenol Corporation,Technology,Diversified Electronics,USA,26783.3,25.33,89.27,1.22%,320817
346,APHB,AmpliPhi Biosciences Corporation,Healthcare,Biotechnology,USA,18.9,,1.13,2.73%,65225
347,APLE,"Apple Hospitality REIT, Inc.",Financial,REIT - Hotel/Motel,USA,4176.17,21.68,18.21,-0.82%,506304
348,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1174.18,,20.15,-3.86%,198024
349,APO,"Apollo Global Management, LLC",Financial,Diversified Investments,USA,6822.66,10.7,35.19,0.92%,842190
350,APOG,"Apogee Enterprises, Inc.",Industrial Goods,General Building Materials,USA,1384.72,19.23,50.06,0.14%,161397
351,APOP,Cellect Biotechnology Ltd.,Healthcare,Biotechnology,Israel,45.77,,7.3,1.25%,3861
352,APPF,"AppFolio, Inc.",Technology,Application Software,USA,2109.74,164.21,62.6,0.32%,66340
353,APPN,Appian Corporation,Technology,Application Software,USA,2057.75,,33.38,0.77%,343269
354,APPS,"Digital Turbine, Inc.",Technology,Application Software,USA,111.9,,1.57,5.37%,316899
355,APRI,"Apricus Biosciences, Inc.",Healthcare,Biotechnology,USA,8.9,,0.38,1.07%,223592
356,APRN,"Blue Apron Holdings, Inc.",Services,"Specialty Retail, Other",USA,629,,3.44,2.66%,1555561
357,APT,"Alpha Pro Tech, Ltd.",Industrial Goods,General Building Materials,Canada,47.5,19.21,3.4,0.00%,26388
358,APTI,"Apptio, Inc.",Services,Business Services,USA,1580.59,,36.46,-0.16%,182750
359,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,129.69,,3.5,-3.85%,498726
360,APTS,"Preferred Apartment Communities, Inc.",Financial,REIT - Residential,USA,681.09,,17.3,-0.69%,184551
361,APTV,Aptiv PLC,Consumer Goods,Auto Parts,Ireland,25043.94,22.55,95.37,1.18%,756127
362,APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA,792.66,,24.01,2.17%,100320
363,APU,"AmeriGas Partners, L.P.",Utilities,Gas Utilities,USA,3898.33,21.51,42,-0.97%,145376
364,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,112.69,,5.2,2.16%,81153
365,APWC,Asia Pacific Wire & Cable Corporation Limited,Industrial Goods,Industrial Electrical Equipment,Taiwan,35.19,8.95,2.65,2.12%,17376
366,APY,Apergy Corporation,Basic Materials,Oil & Gas Equipment & Services,USA,3114.57,25.08,40.41,2.23%,235966
367,AQ,Aquantia Corp.,Services,Business Services,USA,401.11,,12.4,-0.64%,110130
368,AQB,"AquaBounty Technologies, Inc.",Healthcare,Biotechnology,USA,41.29,,3.44,4.50%,147551
369,AQMS,"Aqua Metals, Inc.",Industrial Goods,Waste Management,USA,107.5,,2.86,0.35%,445997
370,AQN,Algonquin Power & Utilities Corp.,Utilities,Diversified Utilities,Canada,3734.9,39.55,9.54,-1.15%,239639
371,AQUA,Evoqua Water Technologies Corp.,Industrial Goods,Pollution & Treatment Controls,USA,2311.81,156.31,20.76,2.17%,246773
372,AQXP,"Aquinox Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,Canada,66.92,,2.9,1.75%,1678484
373,AR,Antero Resources Corporation,Basic Materials,Oil & Gas Drilling & Exploration,USA,6765.81,8.76,22.43,2.70%,1545093
374,ARA,"American Renal Associates Holdings, Inc.",Healthcare,Medical Laboratories & Research,USA,510.53,206.54,16.42,1.89%,38720
375,ARAY,Accuray Incorporated,Healthcare,Medical Appliances & Equipment,USA,349.02,,4,-3.03%,346688
376,ARC,"ARC Document Solutions, Inc.",Services,Business Services,USA,79.7,,1.77,1.14%,612647
377,ARCB,ArcBest Corporation,Services,Trucking,USA,1157.48,24.3,46.92,2.57%,185353
378,ARCC,Ares Capital Corporation,Financial,Diversified Investments,USA,7012.67,8.88,16.58,0.52%,1383270
379,ARCH,"Arch Coal, Inc.",Basic Materials,Industrial Metals & Minerals,USA,1666.65,,80.69,1.19%,163219
380,ARCI,"Appliance Recycling Centers of America, Inc.",Services,Electronics Stores,USA,4.4,,0.7,5.55%,22964
382,ARCO,Arcos Dorados Holdings Inc.,Services,Restaurants,Argentina,1466.97,17.06,7.2,0.70%,130315
383,ARCT,Arcturus Therapeutics Ltd.,Healthcare,Biotechnology,USA,96.59,,9.01,0.00%,19774
384,ARCW,"ARC Group Worldwide, Inc.",Industrial Goods,Metal Fabrication,USA,53.59,,2.45,6.52%,27379
385,ARD,Ardagh Group S.A.,Consumer Goods,Packaging & Containers,Luxembourg,3920.83,112.08,16.53,-1.02%,48056
386,ARDM,Aradigm Corporation,Healthcare,Drug Delivery,USA,22.2,,1.51,2.03%,47106
387,ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,252.41,,4.38,1.74%,280758
388,ARE,"Alexandria Real Estate Equities, Inc.",Financial,REIT - Office,USA,13042.77,49.03,127.76,0.07%,350494
389,ARES,"Ares Management, L.P.",Financial,Asset Management,USA,4809.3,15.34,21.5,1.65%,401143
390,AREX,"Approach Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,241.96,,2.58,0.59%,193181
391,ARGO,"Argo Group International Holdings, Ltd.",Financial,Property & Casualty Insurance,Bermuda,2006.53,125.58,60.8,2.36%,41972
393,ARGX,argenx SE,Healthcare,Biotechnology,Netherlands,2310.92,,85.14,-1.00%,76510
394,ARI,"Apollo Commercial Real Estate Finance, Inc.",Financial,REIT - Diversified,USA,2286.82,12.74,18.88,-0.05%,596629
395,ARII,"American Railcar Industries, Inc.",Services,Railroads,USA,774.43,20.76,41.5,2.27%,44236
399,ARKR,Ark Restaurants Corp.,Services,Restaurants,USA,85.36,34.79,24.2,-0.21%,3617
401,ARL,"American Realty Investors, Inc.",Financial,Property Management,USA,260.66,,17.5,-2.18%,421
402,ARLP,"Alliance Resource Partners, L.P.",Basic Materials,Industrial Metals & Minerals,USA,2356.26,5.86,18.4,0.82%,223860
403,ARLZ,Aralez Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,22.19,,0.33,0.95%,143929
404,ARMK,Aramark,Services,Specialty Eateries,USA,9386.21,30.59,38.47,0.69%,368614
405,ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2178.14,,44.46,-0.74%,213249
406,ARNC,Arconic Inc.,Basic Materials,Aluminum,USA,8304.86,,17.73,2.90%,2123486
407,AROC,"Archrock, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1618.85,,12.5,-0.79%,389679
408,AROW,Arrow Financial Corporation,Financial,Regional - Northeast Banks,USA,524.66,17.56,38.5,1.85%,8892
409,ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,113.68,,4.26,3.65%,220309
410,ARQL,"ArQule, Inc.",Healthcare,Biotechnology,USA,593.23,,6.69,-1.76%,2783241
411,ARR,"ARMOUR Residential REIT, Inc.",Financial,REIT - Residential,USA,985.55,6.28,23.66,0.08%,244336
412,ARRS,ARRIS International plc,Technology,Communication Equipment,USA,4688.08,50.78,25.79,1.38%,1225247
413,ARRY,Array BioPharma Inc.,Healthcare,Biotechnology,USA,3601.85,,17.33,-3.88%,1417368
414,ARTNA,Artesian Resources Corporation,Utilities,Water Utilities,USA,354.76,9.93,39.37,-1.45%,7797
415,ARTW,"Art's-Way Manufacturing Co., Inc.",Industrial Goods,Farm & Construction Machinery,USA,11.6,,2.83,3.73%,602
416,ARTX,Arotech Corporation,Industrial Goods,Industrial Electrical Equipment,USA,100.72,51.33,3.77,-2.01%,148960
417,ARW,"Arrow Electronics, Inc.",Services,Electronics Wholesale,USA,6777.81,12.48,78.29,1.60%,113647
418,ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1315.47,,16.07,1.52%,1205379
419,ASA,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA,199.65,115,10.34,-0.09%,73632
420,ASB,Associated Banc-Corp,Financial,Regional - Midwest Banks,USA,4679.85,17.81,28.48,2.43%,445918
421,ASC,Ardmore Shipping Corporation,Services,Shipping,Bermuda,277.4,,8.63,0.88%,111500
422,ASCMA,"Ascent Capital Group, Inc.",Services,Security & Protection Services,USA,48.58,,3.63,-8.10%,307726
425,ASFI,"Asta Funding, Inc.",Services,Business Services,USA,22.85,,3.45,0.00%,512
426,ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA,178.92,5.09,6.58,0.92%,61523
427,ASGN,ASGN Incorporated,Services,Staffing & Outsourcing Services,USA,4135,31.96,81.67,1.76%,128779
428,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals - Major Diversified,USA,4953.06,,79.52,1.14%,173334
432,ASIX,AdvanSix Inc.,Basic Materials,Chemicals - Major Diversified,USA,1152.2,15.09,38.36,2.08%,79106
433,ASLN,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore,1080.07,,8.12,-2.17%,14026
434,ASM,Avino Silver & Gold Mines Ltd.,Basic Materials,Silver,Canada,73.1,24.9,1.27,0.00%,33817
435,ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA,810.56,,39.85,-0.05%,104665
436,ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,82917.81,32.96,198.95,0.83%,955192
437,ASNA,"Ascena Retail Group, Inc.",Services,Apparel Stores,USA,743.71,,3.63,-4.09%,1518266
438,ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,2858.2,,72.06,0.54%,37287
439,ASNS,"Arsanis, Inc.",Healthcare,Biotechnology,USA,54.99,,3.62,-0.28%,165694
440,ASPN,"Aspen Aerogels, Inc.",Industrial Goods,General Building Materials,USA,115.61,,5.04,3.28%,19600
441,ASPS,Altisource Portfolio Solutions S.A.,Services,Business Services,Luxembourg,520.17,1.9,31.5,0.22%,12626
442,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Services,"Air Services, Other",Mexico,4806.87,16.29,163.82,-2.60%,16551
443,ASRV,"AmeriServ Financial, Inc.",Financial,Regional - Northeast Banks,USA,73.88,11.88,4.2,2.44%,11927
444,AST,"Asterias Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,79.8,,1.45,-3.33%,104523
445,ASTC,Astrotech Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,14.01,,3.53,-2.22%,112839
446,ASTE,"Astec Industries, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1406.67,33.84,62.61,2.57%,42739
447,ASUR,"Asure Software, Inc.",Technology,Business Software & Services,USA,237.07,28.98,16.16,-0.62%,123617
448,ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA,85.91,4.29,6.11,3.94%,193084
449,AT,Atlantic Power Corporation,Utilities,Electric Utilities,USA,258.3,,2.22,-1.11%,317636
450,ATAC,Atlantic Acquisition Corp.,Services,Business Services,USA,20.06,,10.05,0.00%,325
451,ATACU,Atlantic Acquisition Corp. Units,Conglomerates,Conglomerates,USA,63.1,,10.75,0.00%,0
452,ATAI,ATA Inc.,Services,Education & Training Services,China,97.98,55.9,4.4,7.72%,3769
453,ATAX,"America First Multifamily Investors, L.P.",Financial,Mortgage Investment,USA,384.13,14.92,6.38,-0.39%,62747
454,ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,75.29,,2.89,1.76%,64140
455,ATEN,"A10 Networks, Inc.",Technology,Communication Equipment,USA,471.89,,6.99,0.00%,316977
456,ATGE,Adtalem Global Education Inc.,Services,Education & Training Services,USA,3091.17,20.34,51.88,2.42%,310395
457,ATH,Athene Holding Ltd.,Financial,Asset Management,Bermuda,8370.24,6.58,45.4,1.52%,314989
458,ATHM,Autohome Inc.,Technology,Internet Information Providers,China,12296.73,38.15,104.92,0.10%,495852
459,ATHN,"athenahealth, Inc.",Technology,Healthcare Information Services,USA,6385.97,78.51,159.47,0.01%,106534
460,ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA,269,,2,1.01%,299319
461,ATI,Allegheny Technologies Incorporated,Industrial Goods,Metal Fabrication,USA,3235,,26.46,2.24%,330164
462,ATIS,"Attis Industries, Inc.",Industrial Goods,Waste Management,USA,7.2,,0.39,-0.80%,60576
463,ATKR,Atkore International Group Inc.,Industrial Goods,Industrial Electrical Equipment,USA,976.38,10.58,21.46,1.61%,133354
464,ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA,30.9,,1.9,6.74%,6976
465,ATLO,Ames National Corporation,Financial,Regional - Northeast Banks,USA,291.35,18.02,31.45,-0.47%,5356
467,ATNI,"ATN International, Inc.",Technology,Telecom Services - Domestic,USA,864.31,111.42,56.69,0.55%,17163
468,ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,68.28,,0.66,6.53%,1105034
469,ATNX,"Athenex, Inc.",Healthcare,Biotechnology,USA,1258.28,,18.44,-1.55%,461056
470,ATO,Atmos Energy Corporation,Utilities,Gas Utilities,USA,10340.62,23.51,89.55,-3.26%,296048
471,ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA,74.17,,5.94,-1.66%,16592
472,ATOS,Atossa Genetics Inc.,Healthcare,Diagnostic Substances,USA,5.89,,2.63,-5.21%,259857
473,ATR,"AptarGroup, Inc.",Consumer Goods,Packaging & Containers,USA,5864.01,24.1,95.05,1.03%,131880
474,ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1720.71,,40.08,-1.41%,202922
475,ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,USA,986.08,,28.41,1.65%,134688
476,ATRI,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA,1121.82,37.37,639.35,0.31%,3724
477,ATRO,Astronics Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,1022.97,85.11,37.46,3.08%,22590
478,ATRS,"Antares Pharma, Inc.",Healthcare,Medical Instruments & Supplies,USA,421.9,,2.7,0.00%,310279
479,ATSG,"Air Transport Services Group, Inc.",Services,Air Delivery & Freight Services,USA,1367.02,,24.09,1.67%,118881
480,ATTO,Atento S.A.,Services,Business Services,Luxembourg,543.23,,7.57,3.06%,92505
481,ATTU,Attunity Ltd.,Technology,Technical & System Software,Israel,243.46,,11.69,-0.85%,28037
482,ATU,Actuant Corporation,Industrial Goods,Diversified Machinery,USA,1776.37,,29.27,-0.59%,365756
483,ATUS,"Altice USA, Inc.",Technology,Telecom Services - Domestic,USA,12493.37,,18.84,2.31%,7306726
484,ATV,"Acorn International, Inc.",Services,Catalog & Mail Order Houses,China,57.76,2.6,20.59,8.34%,35618
485,ATVI,"Activision Blizzard, Inc.",Technology,Multimedia & Graphics Software,USA,57760.51,60.26,76.44,-0.97%,2761244
486,ATXI,"Avenue Therapeutics, Inc.",Healthcare,Drug Manufacturers - Other,USA,38.79,,3.64,0.88%,17493
487,AU,AngloGold Ashanti Limited,Basic Materials,Gold,South Africa,3559.78,,8.73,0.29%,1178689
488,AUBN,"Auburn National Bancorporation, Inc.",Financial,Regional - Southeast Banks,USA,181.67,21.94,52.07,1.46%,1276
489,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,225.01,48.29,7.98,0.76%,51774
490,AUG,Auryn Resources Inc.,Basic Materials,Industrial Metals & Minerals,Canada,81.49,353.33,1.1,3.77%,21826
491,AUMN,Golden Minerals Company,Basic Materials,Industrial Metals & Minerals,USA,29.81,,0.31,-0.99%,77208
492,AUO,AU Optronics Corp.,Technology,Semiconductor - Broad Line,Taiwan,4039.58,4.68,4.76,12.12%,1185081
493,AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,479.2,,5.75,0.17%,218796
495,AUTO,"AutoWeb, Inc.",Services,Trucking,USA,54.61,,4.07,0.18%,7515
496,AUY,Yamana Gold Inc.,Basic Materials,Gold,Canada,3011.59,,3.09,-0.48%,10520907
497,AVA,Avista Corporation,Utilities,Diversified Utilities,USA,3459.28,29.11,52.7,-0.32%,169798
498,AVAL,Grupo Aval Acciones Y Valores S.A.,Financial,Foreign Regional Banks,Colombia,2954.66,13.58,8.25,-2.02%,52917
499,AVAV,"AeroVironment, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,1678.51,66.49,72.67,0.83%,247450
500,AVB,"AvalonBay Communities, Inc.",Financial,REIT - Residential,USA,23630.61,30.62,171.52,-0.79%,435900
501,AVD,American Vanguard Corporation,Basic Materials,Agricultural Chemicals,USA,736.62,37.21,22.83,0.55%,18578
502,AVDL,Avadel Pharmaceuticals plc,Healthcare,Biotechnology,Ireland,240.22,10.58,6.24,0.16%,87870
503,AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,286.4,,2.63,9.33%,5199589
504,AVGO,Broadcom Inc.,Technology,Semiconductor - Broad Line,Singapore,103297.42,49.29,246.02,-0.67%,900620
505,AVGR,"Avinger, Inc.",Healthcare,Medical Appliances & Equipment,USA,9.29,,1.72,-1.44%,213918
